unnamed: 0,date,ticker,iv_current,z_score,tau_flag,iv_1d_chg,iv_7d_chg,pre_tau_buildup,reflexive_overdrive,skew_premium,reflexive_panic,preemptive_skew,tau_blindspot,month,iv_z,skew_z,reflexivity_score,stress_color,color_score,tau_weight,reflexivity_continuous_score,reflexivity_score_v2,price_gap_score,volume_spike_score,reflexivity_score_v2_extended,subclass,is_subclass_peak,expected_subclass_stress
39,2025-02-27,BHF,0.4343,0.0,0.0,-0.0269999999999999,-0.0016999999999999,False,False,,False,False,False,2025-02,-0.6061383559720701,0.0,-0.6061383559720701,neutral,0,0.0,-0.6061383559720701,-0.6061383559720701,0,0,-0.6061383559720701,Annuity,False,False
40,2025-02-28,BHF,0.4533,0.0,0.0,0.0189999999999999,-0.0392,False,False,,False,False,False,2025-02,-0.4333520187004189,0.0,-0.4333520187004189,neutral,0,0.0,-0.4333520187004189,-0.4333520187004189,0,0,-0.4333520187004189,Annuity,False,False
41,2025-03-03,BHF,0.4166,0.0,0.0,-0.0366999999999999,-0.0381999999999999,False,False,,False,False,False,2025-03,-0.7671024701672402,0.0,-0.7671024701672402,neutral,0,0.0,-0.7671024701672402,-0.7671024701672402,0,0,-0.7671024701672402,Annuity,False,False
42,2025-03-04,BHF,0.4959,0.0,0.0,0.0792999999999999,0.0629,True,False,,False,False,False,2025-03,-0.0459468625018735,0.0,-0.0459468625018735,neutral,0,0.0,-0.0459468625018735,-0.0459468625018735,0,0,-0.0459468625018735,Annuity,False,False
43,2025-03-05,BHF,0.4614,0.0,0.0,-0.0345,0.0514999999999999,True,False,,False,False,False,2025-03,-0.3596904749161885,0.0,-0.3596904749161885,neutral,0,0.0,-0.3596904749161885,-0.3596904749161885,0,0,-0.3596904749161885,Annuity,False,False
44,2025-03-06,BHF,0.4809,0.0,0.0,0.0195,0.0943,True,False,,False,False,False,2025-03,-0.182357128768967,0.0,-0.182357128768967,neutral,0,0.0,-0.182357128768967,-0.182357128768967,0,0,-0.182357128768967,Annuity,False,False
45,2025-03-07,BHF,0.4612,0.0,0.0,-0.0196999999999999,-9.9999999999989e-05,False,False,,False,False,False,2025-03,-0.3615092784664162,0.0,-0.3615092784664162,neutral,0,0.0,-0.3615092784664162,-0.3615092784664162,0,0,-0.3615092784664162,Annuity,False,False
46,2025-03-10,BHF,0.5242,0.0,0.0,0.063,0.0898999999999999,True,False,,False,False,False,2025-03,0.2114138398553758,0.0,0.2114138398553758,neutral,0,0.0,0.2114138398553758,0.2114138398553758,0,0,0.2114138398553758,Annuity,False,True
47,2025-03-11,BHF,0.5979,0.0,0.0,0.0736999999999999,0.1446,True,False,,False,False,False,2025-03,0.881642948114361,0.0,0.881642948114361,yellow,1,0.0,0.881642948114361,0.881642948114361,0,0,0.881642948114361,Annuity,False,False
48,2025-03-12,BHF,0.4717,0.0,0.0,-0.1261999999999999,0.0550999999999999,True,False,,False,False,False,2025-03,-0.2660220920794508,0.0,-0.2660220920794508,neutral,0,0.0,-0.2660220920794508,-0.2660220920794508,0,0,-0.2660220920794508,Annuity,False,False
49,2025-03-13,BHF,0.5286,0.0,0.0,0.0568999999999999,0.0326999999999999,False,False,0.7999999999999998,False,False,False,2025-03,0.2514275179603895,1.8568043252387647,2.1082318431991545,orange,2,0.0,2.1082318431991545,2.108231843199154,0,0,2.108231843199154,Annuity,True,True
50,2025-03-14,BHF,0.4627,0.0,0.0,-0.0658999999999999,0.0013,False,False,-0.8999999999999999,False,False,False,2025-03,-0.3478682518397069,0.687006501687266,0.3391382498475591,neutral,0,0.0,0.3391382498475591,0.3391382498475591,0,0,0.3391382498475591,Annuity,False,False
51,2025-03-17,BHF,0.4434,0.0,0.0,-0.0192999999999999,-0.0374999999999999,False,False,-3.65,False,False,False,2025-03,-0.5233827944367002,-1.2053135069989829,-1.728696301435683,neutral,0,0.0,-1.728696301435683,-1.728696301435683,0,0,-1.728696301435683,Annuity,False,False
52,2025-03-18,BHF,0.4391,0.0,0.0,-0.0043,-0.0221,False,False,-2.6,False,False,False,2025-03,-0.5624870707666005,-0.4827913218642337,-1.0452783926308342,neutral,0,0.0,-1.0452783926308342,-1.0452783926308342,0,0,-1.0452783926308342,Annuity,False,False
53,2025-03-19,BHF,0.4688,0.0,0.0,0.0297,-0.0554,False,False,-3.7,False,False,False,2025-03,-0.2923947435577556,-1.239719325338733,-1.5321140688964887,neutral,0,0.0,-1.5321140688964887,-1.5321140688964887,0,0,-1.5321140688964887,Annuity,False,True
54,2025-03-20,BHF,0.4605,0.0,0.0,-0.0082999999999999,-0.1373999999999999,False,False,-3.2,False,False,False,2025-03,-0.3678750908922137,-0.8956611419412333,-1.263536232833447,neutral,0,0.0,-1.263536232833447,-1.263536232833447,0,0,-1.263536232833447,Annuity,False,False
55,2025-03-21,BHF,0.4485,0.0,0.0,-0.012,-0.0232,False,False,-3.3000000000000003,False,False,False,2025-03,-0.4770033039058884,-0.9644727786207336,-1.441476082526622,neutral,0,0.0,-1.441476082526622,-1.441476082526622,0,0,-1.441476082526622,Annuity,False,False
56,2025-03-24,BHF,0.4246,0.0,0.0,-0.0239,-0.1039999999999999,False,False,,False,False,False,2025-03,-0.6943503281581241,0.0,-0.6943503281581241,neutral,0,0.0,-0.6943503281581241,-0.6943503281581241,0,0,-0.6943503281581241,Annuity,False,False
57,2025-03-25,BHF,0.4382,0.0,0.0,0.0136,-0.0245,False,False,,False,False,False,2025-03,-0.5706716867426262,0.0,-0.5706716867426262,neutral,0,0.0,-0.5706716867426262,-0.5706716867426262,0,0,-0.5706716867426262,Annuity,False,False
58,2025-03-26,BHF,0.4135,0.0,0.0,-0.0247,-0.0299,False,False,,False,False,False,2025-03,-0.7952939251957732,0.0,-0.7952939251957732,neutral,0,0.0,-0.7952939251957732,-0.7952939251957732,0,0,-0.7952939251957732,Annuity,False,False
59,2025-03-27,BHF,0.3979,0.0,0.0,-0.0156,-0.0412,False,False,,False,False,False,2025-03,-0.9371606021135503,0.0,-0.9371606021135503,neutral,0,0.0,-0.9371606021135503,-0.9371606021135503,0,0,-0.9371606021135503,Annuity,False,False
60,2025-03-28,BHF,0.4288,0.0,0.0,0.0309,-0.0399999999999999,False,False,,False,False,False,2025-03,-0.6561554536033377,0.0,-0.6561554536033377,neutral,0,0.0,-0.6561554536033377,-0.6561554536033377,0,0,-0.6561554536033377,Annuity,False,False
61,2025-03-31,BHF,0.4696,0.0,0.0,0.0408,0.0090999999999999,False,False,,False,False,False,2025-03,-0.2851195293568438,0.0,-0.2851195293568438,neutral,0,0.0,-0.2851195293568438,-0.2851195293568438,0,0,-0.2851195293568438,Annuity,False,False
62,2025-04-01,BHF,0.4295,0.0,0.0,-0.0401,-0.019,False,False,,False,False,False,2025-04,-0.6497896411775402,0.0,-0.6497896411775402,neutral,0,0.0,-0.6497896411775402,-0.6497896411775402,0,0,-0.6497896411775402,Annuity,False,False
63,2025-04-02,BHF,0.4443,0.0,0.0,0.0147999999999999,0.0196999999999999,False,False,,False,False,False,2025-04,-0.515198178460675,0.0,-0.515198178460675,neutral,0,0.0,-0.515198178460675,-0.515198178460675,0,0,-0.515198178460675,Annuity,False,False
64,2025-04-03,BHF,0.4681,-2.560374237215218,1.0,0.0238,0.0299,False,False,,False,False,False,2025-04,-0.2987605559835531,0.0,-0.2987605559835531,neutral,0,0.8534580790717393,0.5546975230881861,0.5546975230881862,0,0,0.5546975230881862,Annuity,False,False
65,2025-04-04,BHF,0.7433,-2.9192091929195176,1.0,0.2751999999999999,0.3298,True,True,,False,False,False,2025-04,2.203913129130052,0.0,2.203913129130052,orange,2,0.9730697309731724,3.1769828601032244,3.1769828601032244,0,0,3.1769828601032244,Annuity,True,False
66,2025-04-07,BHF,0.6546,0.0,0.0,-0.0887,0.2567,True,False,,False,False,False,2025-04,1.3972737546039735,0.0,1.3972737546039735,yellow,1,0.0,1.3972737546039735,1.3972737546039735,0,0,1.3972737546039735,Annuity,False,False
67,2025-04-08,BHF,0.7348,0.0,0.0,0.0802,0.306,True,False,,False,False,False,2025-04,2.1266139782453664,0.0,2.1266139782453664,orange,2,0.0,2.1266139782453664,2.1266139782453664,0,0,2.1266139782453664,Annuity,True,False
68,2025-04-09,BHF,0.5809,0.0,0.0,-0.1539,0.1112999999999999,True,False,,False,False,False,2025-04,0.7270446463449883,0.0,0.7270446463449883,neutral,0,0.0,0.7270446463449883,0.7270446463449883,0,0,0.7270446463449883,Annuity,False,True
69,2025-04-10,BHF,0.6578,-2.3679677905422314,1.0,0.0769,0.2283,True,True,,False,False,False,2025-04,1.426374611407621,0.0,1.426374611407621,yellow,1,0.7893225968474105,2.2156972082550315,2.2156972082550315,0,0,2.2156972082550315,Annuity,True,True
70,2025-04-11,BHF,0.6898,0.0,0.0,0.0319999999999999,0.2455,True,False,-3.2,False,False,False,2025-04,1.717383179444086,-0.8956611419412333,0.8217220375028527,yellow,1,0.0,0.8217220375028527,0.8217220375028527,0,0,0.8217220375028527,Annuity,False,True
71,2025-04-14,BHF,0.6423,0.0,0.0,-0.0474999999999999,0.1741999999999999,True,False,-0.6999999999999997,False,False,False,2025-04,1.2854173362649572,0.824629775046266,2.110047111311223,orange,2,0.0,2.110047111311223,2.110047111311223,0,0,2.110047111311223,Annuity,True,True
72,2025-04-15,BHF,0.5976,0.0,0.0,-0.0446999999999999,-0.1456999999999999,False,False,-0.8999999999999995,False,False,False,2025-04,0.8789147427890194,0.6870065016872662,1.5659212444762856,orange,2,0.0,1.5659212444762856,1.5659212444762856,0,0,1.5659212444762856,Annuity,False,False
73,2025-04-16,BHF,0.6851,0.0,0.0,0.0875,0.0305,False,False,0.0,False,False,False,2025-04,1.674641296013731,1.3063112318027656,2.980952527816497,red,3,0.0,2.980952527816497,2.980952527816497,0,0,2.980952527816497,Annuity,True,True
74,2025-04-17,BHF,0.6424,0.0,0.0,-0.0427,-0.0924,False,False,-1.0999999999999996,False,False,False,2025-04,1.2863267380400711,0.5493832283282661,1.8357099663683367,orange,2,0.0,1.8357099663683367,1.8357099663683367,0,0,1.8357099663683372,Annuity,True,True
75,2025-04-18,BHF,0.6424,0.0,0.0,0.0,0.0615,True,False,-1.0999999999999996,False,False,False,2025-04,1.2863267380400711,0.5493832283282661,1.8357099663683367,orange,2,0.0,1.8357099663683367,1.8357099663683367,0,0,1.8357099663683372,Annuity,True,False
76,2025-04-21,BHF,0.6978,0.0,0.0,0.0554,0.0399999999999999,False,False,-0.8999999999999999,False,False,False,2025-04,1.7901353214532023,0.687006501687266,2.4771418231404683,orange,2,0.0,2.4771418231404683,2.4771418231404683,0,0,2.4771418231404683,Annuity,True,True
77,2025-04-22,BHF,0.6172,0.0,0.0,-0.0806,-0.0726,False,False,,False,False,False,2025-04,1.057157490711354,0.0,1.057157490711354,yellow,1,0.0,1.057157490711354,1.057157490711354,0,0,1.057157490711354,Annuity,False,True
78,2025-04-23,BHF,0.6838,0.0,0.0,0.0665999999999999,0.0414999999999999,False,False,,False,False,False,2025-04,1.6628190729372485,0.0,1.6628190729372485,orange,2,0.0,1.6628190729372485,1.6628190729372485,0,0,1.6628190729372485,Annuity,False,True
79,2025-04-24,BHF,0.5393,0.0,0.0,-0.1444999999999999,-0.0583,False,False,,False,False,False,2025-04,0.3487335078975831,0.0,0.3487335078975831,neutral,0,0.0,0.3487335078975831,0.3487335078975831,0,0,0.3487335078975831,Annuity,False,True
80,2025-04-25,BHF,0.5532,0.0,0.0,0.0139,-0.1319,False,False,,False,False,False,2025-04,0.4751403546384231,0.0,0.4751403546384231,neutral,0,0.0,0.4751403546384231,0.4751403546384231,0,0,0.4751403546384231,Annuity,False,False
81,2025-04-28,BHF,0.5688,0.0,0.0,0.0155999999999999,-0.0736,False,False,,False,False,False,2025-04,0.6170070315561997,0.0,0.6170070315561997,neutral,0,0.0,0.6170070315561997,0.6170070315561997,0,0,0.6170070315561997,Annuity,False,False
82,2025-04-29,BHF,0.7337,0.0,0.0,0.1649,0.0913,True,False,,False,False,False,2025-04,2.116610558719113,0.0,2.116610558719113,orange,2,0.0,2.116610558719113,2.116610558719113,0,0,2.116610558719113,Annuity,True,True
83,2025-04-30,BHF,0.7924,0.0,0.0,0.0586999999999999,0.0946,True,False,,False,False,False,2025-04,2.6504294007110047,0.0,2.6504294007110047,red,3,0.0,2.6504294007110047,2.6504294007110047,0,0,2.6504294007110047,Annuity,True,False
84,2025-05-01,BHF,0.7003,0.0,0.0,-0.0920999999999999,0.0831,True,False,,False,False,False,2025-05,1.812870365831052,0.0,1.812870365831052,orange,2,0.0,1.812870365831052,1.812870365831052,0,0,1.812870365831052,Annuity,True,False
85,2025-05-02,BHF,0.6315,0.0,0.0,-0.0688,-0.0523,False,False,,False,False,False,2025-05,1.1872019445526496,0.0,1.1872019445526496,yellow,1,0.0,1.1872019445526496,1.1872019445526496,0,0,1.1872019445526496,Annuity,False,False
